transaction_id,customer_id,store_region,product_category,quantity,unit_price,sale_amount,sale_timestamp
TXN100058,CUST1492,East,Electronics,1,263.73,263.73,2026-09-03 05:37:00
TXN100059,CUST1160,West,Grocery,1,180.99,180.99,2026-09-03 23:50:00
TXN100060,CUST1362,West,Electronics,5,39.12,195.6,2026-09-02 08:02:00
TXN100061,CUST1035,East,Grocery,5,278.04,1390.2,2026-09-02 11:27:00
TXN100062,CUST1153,Central,Home & Garden,3,200.7,602.1,2026-09-01 23:57:00
TXN100063,CUST1098,West,Toys,4,101.22,404.88,2026-09-03 17:08:00
TXN100064,CUST1154,West,Grocery,4,204.81,819.24,2026-09-02 19:36:00
TXN100065,CUST1296,Central,Toys,1,94.64,94.64,2026-09-02 13:50:00
TXN100066,CUST1261,West,Toys,3,142.17,426.51,2026-09-04 21:13:00
TXN100067,CUST1324,Central,Home & Garden,2,199.36,398.72,2026-09-03 16:42:00
TXN100068,CUST1115,South,Apparel,1,246.43,246.43,2026-09-02 21:19:00
TXN100069,CUST1393,North,Sports,1,18.63,18.63,2026-09-04 19:54:00
TXN100070,CUST1196,West,Sports,4,266.41,1065.64,2026-09-02 22:44:00
TXN100071,CUST1217,South,Apparel,2,48.53,97.06,2026-09-01 03:49:00
TXN100072,CUST1068,West,Toys,5,142.04,710.2,2026-09-02 03:29:00
TXN100073,CUST1417,Central,Sports,5,296.43,1482.15,2026-09-03 14:39:00
TXN100074,CUST1243,West,Home & Garden,5,136.54,682.7,2026-09-02 23:55:00
TXN100075,CUST1320,South,Home & Garden,2,252.76,505.52,2026-09-03 16:31:00
TXN100076,CUST1171,East,Grocery,4,27.86,111.44,2026-09-03 07:17:00
TXN100077,CUST1078,South,Electronics,1,45.82,45.82,2026-09-02 12:44:00
TXN100078,CUST1105,West,Sports,4,125.24,500.96,2026-09-04 13:03:00
TXN100079,CUST1244,North,Home & Garden,5,284.09,1420.45,2026-09-01 18:24:00
TXN100080,CUST1376,Central,Grocery,3,227.28,681.84,2026-09-04 17:47:00
TXN100081,CUST1014,West,Home & Garden,2,149.03,298.06,2026-09-03 13:31:00
TXN100082,CUST1273,North,Sports,4,218.63,874.52,2026-09-04 04:39:00
TXN100083,CUST1219,South,Sports,5,171.5,857.5,2026-09-01 02:41:00
TXN100084,CUST1232,East,Home & Garden,2,19.83,39.66,2026-09-04 10:13:00
TXN100085,CUST1041,West,Electronics,4,87.09,348.36,2026-09-04 08:53:00
TXN100086,CUST1035,North,Electronics,5,20.37,101.85,2026-09-03 07:41:00
TXN100087,CUST1122,South,Sports,2,63.81,127.62,2026-09-01 19:09:00
TXN100088,CUST1131,East,Apparel,1,171.37,171.37,2026-09-02 14:44:00
TXN100089,CUST1055,Central,Electronics,5,184.14,920.7,2026-09-01 05:19:00
TXN100090,CUST1101,North,Grocery,3,174.86,524.58,2026-09-04 12:45:00
TXN100091,CUST1412,North,Grocery,2,35.06,70.12,2026-09-03 21:38:00
TXN100092,CUST1035,Central,Toys,1,107.43,107.43,2026-09-04 21:23:00
TXN100093,CUST1221,East,Toys,3,8.73,26.19,2026-09-04 15:06:00
TXN100094,CUST1267,East,Grocery,4,213.66,854.64,2026-09-04 05:46:00
TXN100095,CUST1374,Central,Home & Garden,5,233.52,1167.6,2026-09-04 13:52:00
TXN100096,CUST1230,South,Sports,3,256.26,768.78,2026-09-01 08:56:00
TXN100097,CUST1253,East,Apparel,5,185.05,925.25,2026-09-04 10:01:00
TXN100098,CUST1450,Central,Toys,4,67.58,270.32,2026-09-03 10:17:00
TXN100099,CUST1368,West,Sports,3,168.96,506.88,2026-09-02 02:15:00
TXN100100,CUST1251,West,Electronics,5,228.66,1143.3,2026-09-04 20:45:00
TXN100101,CUST1156,Central,Home & Garden,1,91.8,91.8,2026-09-04 22:15:00
TXN100102,CUST1281,East,Home & Garden,4,168.27,673.08,2026-09-03 13:47:00
TXN100103,CUST1369,South,Home & Garden,4,84.92,339.68,2026-09-03 07:07:00
TXN100104,CUST1378,West,Home & Garden,1,224.15,224.15,2026-09-02 06:13:00
TXN100105,CUST1099,East,Apparel,5,293.1,1465.5,2026-09-03 03:53:00
TXN100106,CUST1064,East,Electronics,3,57.94,173.82,2026-09-01 22:34:00
TXN100107,CUST1385,West,Electronics,1,168.24,168.24,2026-09-02 20:55:00
TXN100108,CUST1174,South,Electronics,1,174.35,174.35,2026-09-04 15:28:00
TXN100109,CUST1033,West,Sports,3,282.61,847.83,2026-09-04 03:52:00
TXN100110,CUST1415,Central,Home & Garden,1,175.22,175.22,2026-09-01 04:09:00
TXN100111,CUST1213,Central,Grocery,1,298.21,298.21,2026-09-01 17:48:00
TXN100112,CUST1226,East,Grocery,5,71.58,357.9,2026-09-04 14:58:00
TXN100113,CUST1050,South,Toys,4,95.09,380.36,2026-09-01 19:47:00
TXN100114,CUST1088,Central,Electronics,2,83.07,166.14,2026-09-01 05:15:00
TXN100115,CUST1240,East,Electronics,2,5.79,11.58,2026-09-04 22:38:00
TXN100116,CUST1232,North,Toys,2,89.99,179.98,2026-09-03 22:55:00
TXN100117,CUST1278,South,Toys,2,277.55,555.1,2026-09-02 13:07:00
TXN100118,CUST1084,East,Grocery,2,272.98,545.96,2026-09-02 02:03:00
TXN100119,CUST1352,East,Toys,5,276.75,1383.75,2026-09-04 03:29:00
TXN100120,CUST1306,North,Sports,4,283.09,1132.36,2026-09-04 14:05:00
TXN100121,CUST1492,Central,Grocery,3,183.1,549.3,2026-09-01 02:14:00
TXN100122,CUST1390,South,Sports,1,299.87,299.87,2026-09-03 18:02:00
TXN100123,CUST1223,West,Electronics,5,197.2,986.0,2026-09-03 05:37:00
TXN100124,CUST1053,South,Home & Garden,4,107.65,430.6,2026-09-03 10:42:00
TXN100125,CUST1416,Central,Electronics,4,209.63,838.52,2026-09-03 21:25:00
TXN100126,CUST1496,West,Grocery,4,30.98,123.92,2026-09-03 10:07:00
TXN100127,CUST1096,Central,Home & Garden,1,199.01,199.01,2026-09-04 13:03:00
TXN100128,CUST1136,Central,Apparel,5,228.15,1140.75,2026-09-04 01:13:00
TXN100129,CUST1498,Central,Apparel,3,134.24,402.72,2026-09-04 03:01:00
TXN100130,CUST1047,South,Electronics,2,96.67,193.34,2026-09-01 17:26:00
TXN100131,CUST1366,East,Grocery,4,284.38,1137.52,2026-09-02 15:59:00
TXN100132,CUST1233,Central,Apparel,3,127.57,382.71,2026-09-04 15:15:00
TXN100133,CUST1395,West,Home & Garden,4,61.23,244.92,2026-09-02 02:17:00
TXN100134,CUST1152,Central,Grocery,5,83.82,419.1,2026-09-01 09:46:00
TXN100135,CUST1176,East,Grocery,4,260.25,1041.0,2026-09-04 17:30:00
TXN100136,CUST1122,Central,Sports,5,116.28,581.4,2026-09-03 06:44:00
TXN100137,CUST1381,West,Toys,2,257.52,515.04,2026-09-04 01:20:00
TXN100138,CUST1064,Central,Grocery,4,118.89,475.56,2026-09-02 15:02:00
TXN100139,CUST1466,West,Electronics,3,261.56,784.68,2026-09-04 03:33:00
TXN100140,CUST1400,East,Home & Garden,2,125.94,251.88,2026-09-02 02:30:00
TXN100141,CUST1345,Central,Sports,5,209.35,1046.75,2026-09-01 10:54:00
TXN100142,CUST1316,North,Apparel,3,189.91,569.73,2026-09-04 17:02:00
TXN100143,CUST1389,North,Sports,3,299.24,897.72,2026-09-01 13:06:00
TXN100144,CUST1407,North,Home & Garden,2,209.73,419.46,2026-09-01 01:20:00
TXN100145,CUST1210,Central,Toys,3,115.58,346.74,2026-09-02 07:33:00
TXN100146,CUST1195,Central,Toys,2,55.15,110.3,2026-09-01 19:55:00
TXN100147,CUST1326,East,Sports,2,151.81,303.62,2026-09-02 07:29:00
TXN100148,CUST1279,South,Electronics,3,201.72,605.16,2026-09-04 09:43:00
TXN100149,CUST1353,East,Sports,4,283.84,1135.36,2026-09-03 20:27:00
TXN100150,CUST1121,West,Grocery,3,63.77,191.31,2026-09-04 15:06:00
TXN100151,CUST1337,West,Home & Garden,3,174.57,523.71,2026-09-03 00:53:00
TXN100152,CUST1254,East,Apparel,1,171.95,171.95,2026-09-01 19:47:00
TXN100153,CUST1317,East,Toys,5,241.57,1207.85,2026-09-02 20:12:00
TXN100154,CUST1225,North,Grocery,2,190.33,380.66,2026-09-01 09:50:00
TXN100155,CUST1382,West,Apparel,3,221.05,663.15,2026-09-01 09:20:00
TXN100156,CUST1467,East,Apparel,2,43.99,87.98,2026-09-03 16:32:00
TXN100157,CUST1445,East,Electronics,3,274.64,823.92,2026-09-04 09:47:00
TXN100158,CUST1346,West,Grocery,4,289.05,1156.2,2026-09-02 07:55:00
TXN100159,CUST1274,North,Sports,3,31.64,94.92,2026-09-04 00:16:00
TXN100160,CUST1421,East,Electronics,3,203.48,610.44,2026-09-03 18:24:00
TXN100161,CUST1331,North,Toys,2,144.09,288.18,2026-09-03 19:14:00
TXN100162,CUST1059,South,Electronics,4,273.27,1093.08,2026-09-03 20:26:00
TXN100163,CUST1120,Central,Apparel,1,94.79,94.79,2026-09-04 03:06:00
TXN100164,CUST1372,South,Sports,4,138.82,555.28,2026-09-04 18:47:00
TXN100165,CUST1353,East,Apparel,1,250.94,250.94,2026-09-04 08:02:00
TXN100166,CUST1351,East,Grocery,4,136.19,544.76,2026-09-02 11:06:00
TXN100167,CUST1485,West,Electronics,3,22.86,68.58,2026-09-03 06:07:00
TXN100168,CUST1170,South,Apparel,2,194.3,388.6,2026-09-01 01:50:00
TXN100169,CUST1416,South,Home & Garden,5,65.54,327.7,2026-09-02 18:13:00
TXN100170,CUST1074,South,Grocery,2,237.65,475.3,2026-09-01 08:54:00
TXN100171,CUST1013,South,Electronics,3,240.56,721.68,2026-09-01 21:55:00
TXN100172,CUST1008,South,Home & Garden,3,238.05,714.15,2026-09-02 18:20:00
TXN100173,CUST1381,North,Sports,1,42.39,42.39,2026-09-04 16:07:00
TXN100174,CUST1113,Central,Electronics,4,234.52,938.08,2026-09-01 14:32:00
TXN100175,CUST1433,West,Sports,5,93.98,469.9,2026-09-01 01:30:00
TXN100176,CUST1041,East,Grocery,1,149.63,149.63,2026-09-04 02:57:00
TXN100177,CUST1299,Central,Toys,2,24.38,48.76,2026-09-03 19:40:00
TXN100178,CUST1309,West,Electronics,3,117.37,352.11,2026-09-03 14:32:00
TXN100179,CUST1454,South,Sports,1,256.57,256.57,2026-09-02 13:28:00
TXN100180,CUST1048,East,Sports,3,249.09,747.27,2026-09-04 13:46:00
TXN100181,CUST1472,West,Electronics,3,201.21,603.63,2026-09-03 04:43:00
TXN100182,CUST1381,East,Apparel,1,250.37,250.37,2026-09-01 13:06:00
TXN100183,CUST1210,East,Toys,5,22.69,113.45,2026-09-03 21:07:00
TXN100184,CUST1159,East,Electronics,4,261.09,1044.36,2026-09-01 09:38:00
TXN100185,CUST1114,North,Home & Garden,5,154.69,773.45,2026-09-02 21:30:00
TXN100186,CUST1413,West,Grocery,5,113.43,567.15,2026-09-03 18:14:00
TXN100187,CUST1336,East,Electronics,5,186.0,930.0,2026-09-01 19:59:00
TXN100188,CUST1003,South,Apparel,2,85.61,171.22,2026-09-03 10:22:00
TXN100189,CUST1324,North,Electronics,5,198.92,994.6,2026-09-01 04:47:00
TXN100190,CUST1080,East,Home & Garden,5,68.46,342.3,2026-09-04 14:21:00
TXN100191,CUST1080,Central,Electronics,3,234.17,702.51,2026-09-01 01:09:00
TXN100192,CUST1226,West,Home & Garden,1,85.27,85.27,2026-09-04 15:38:00
TXN100193,CUST1056,East,Toys,2,227.71,455.42,2026-09-01 11:27:00
TXN100194,CUST1202,Central,Electronics,5,148.56,742.8,2026-09-03 01:14:00
TXN100195,CUST1130,East,Home & Garden,1,65.3,65.3,2026-09-02 04:48:00
TXN100196,CUST1194,Central,Toys,1,7.28,7.28,2026-09-04 05:08:00
TXN100197,CUST1441,North,Sports,2,152.58,305.16,2026-09-03 02:25:00
TXN100198,CUST1219,Central,Sports,1,140.63,140.63,2026-09-01 10:36:00
TXN100199,CUST1087,Central,Sports,4,90.41,361.64,2026-09-04 00:20:00
TXN100200,CUST1301,West,Grocery,3,31.0,93.0,2026-09-01 07:27:00
TXN100201,CUST1113,East,Apparel,1,121.75,121.75,2026-09-03 23:21:00
TXN100202,CUST1099,East,Home & Garden,1,155.59,155.59,2026-09-01 16:32:00
TXN100203,CUST1088,Central,Apparel,2,74.7,149.4,2026-09-02 08:12:00
TXN100204,CUST1288,Central,Sports,1,57.26,57.26,2026-09-04 14:48:00
TXN100205,CUST1077,West,Electronics,5,194.68,973.4,2026-09-03 20:20:00
TXN100206,CUST1028,East,Grocery,4,135.45,541.8,2026-09-03 08:37:00
TXN100207,CUST1188,East,Electronics,1,96.57,96.57,2026-09-04 01:03:00
TXN100208,CUST1283,North,Sports,1,186.43,186.43,2026-09-04 14:37:00
TXN100209,CUST1256,South,Electronics,5,197.29,986.45,2026-09-03 19:30:00
TXN100210,CUST1258,South,Electronics,4,35.53,142.12,2026-09-03 22:05:00
TXN100211,CUST1312,South,Home & Garden,2,213.75,427.5,2026-09-04 16:33:00
TXN100212,CUST1173,Central,Electronics,3,275.79,827.37,2026-09-04 13:49:00
TXN100213,CUST1197,East,Home & Garden,3,24.44,73.32,2026-09-01 17:43:00
TXN100214,CUST1339,South,Home & Garden,5,262.62,1313.1,2026-09-03 02:37:00
TXN100215,CUST1362,North,Home & Garden,3,290.47,871.41,2026-09-04 04:38:00
TXN100216,CUST1359,Central,Electronics,5,116.12,580.6,2026-09-03 04:42:00
TXN100217,CUST1092,South,Home & Garden,4,155.0,620.0,2026-09-01 11:19:00
TXN100218,CUST1151,North,Grocery,4,61.64,246.56,2026-09-02 04:04:00
TXN100219,CUST1448,Central,Apparel,5,251.36,1256.8,2026-09-01 21:21:00
TXN100220,CUST1354,Central,Apparel,5,116.13,580.65,2026-09-02 05:53:00
TXN100221,CUST1121,West,Grocery,4,17.89,71.56,2026-09-03 21:46:00
TXN100222,CUST1122,East,Sports,3,226.96,680.88,2026-09-04 07:34:00
TXN100223,CUST1144,West,Grocery,2,113.51,227.02,2026-09-04 14:49:00
TXN100224,CUST1309,South,Home & Garden,5,128.5,642.5,2026-09-02 06:51:00
TXN100225,CUST1052,Central,Electronics,1,194.15,194.15,2026-09-03 17:59:00
TXN100226,CUST1463,Central,Apparel,3,29.74,89.22,2026-09-02 08:28:00
TXN100227,CUST1178,North,Sports,4,32.06,128.24,2026-09-02 14:56:00
TXN100228,CUST1041,East,Apparel,1,121.95,121.95,2026-09-03 07:24:00
TXN100229,CUST1171,South,Apparel,1,99.01,99.01,2026-09-01 22:41:00
TXN100230,CUST1071,West,Sports,1,89.63,89.63,2026-09-04 22:53:00
TXN100231,CUST1110,South,Grocery,5,6.55,32.75,2026-09-01 00:16:00
TXN100232,CUST1154,North,Electronics,5,160.69,803.45,2026-09-01 09:15:00
TXN100233,CUST1428,West,Grocery,2,128.85,257.7,2026-09-04 02:07:00
TXN100234,CUST1149,West,Electronics,5,9.85,49.25,2026-09-02 22:09:00
TXN100235,CUST1342,North,Grocery,5,109.08,545.4,2026-09-04 05:42:00
TXN100236,CUST1240,North,Toys,3,24.97,74.91,2026-09-01 12:55:00
TXN100237,CUST1182,North,Home & Garden,4,294.41,1177.64,2026-09-03 23:01:00
TXN100238,CUST1387,East,Apparel,2,221.22,442.44,2026-09-01 18:47:00
TXN100239,CUST1425,West,Toys,1,108.93,108.93,2026-09-03 20:11:00
TXN100240,CUST1397,West,Electronics,4,191.36,765.44,2026-09-02 02:45:00
TXN100241,CUST1477,East,Grocery,3,64.47,193.41,2026-09-02 01:20:00
TXN100242,CUST1385,South,Home & Garden,4,296.79,1187.16,2026-09-04 08:02:00
TXN100243,CUST1139,North,Home & Garden,3,259.33,777.99,2026-09-01 20:21:00
TXN100244,CUST1498,South,Sports,4,267.4,1069.6,2026-09-04 12:21:00
TXN100245,CUST1217,North,Sports,4,113.37,453.48,2026-09-03 02:46:00
TXN100246,CUST1164,North,Electronics,5,298.55,1492.75,2026-09-02 17:18:00
TXN100247,CUST1367,West,Apparel,3,199.97,599.91,2026-09-03 14:38:00
TXN100248,CUST1466,East,Grocery,4,108.71,434.84,2026-09-01 23:55:00
TXN100249,CUST1326,West,Home & Garden,4,85.99,343.96,2026-09-01 02:42:00
TXN100250,CUST1434,Central,Toys,5,241.32,1206.6,2026-09-02 00:09:00
TXN100251,CUST1330,East,Home & Garden,4,15.27,61.08,2026-09-01 07:49:00
TXN100252,CUST1347,West,Home & Garden,4,285.09,1140.36,2026-09-01 19:09:00
TXN100253,CUST1271,East,Sports,3,135.96,407.88,2026-09-01 18:08:00
TXN100254,CUST1376,South,Sports,3,196.62,589.86,2026-09-02 03:01:00
TXN100255,CUST1133,West,Apparel,5,119.16,595.8,2026-09-01 08:49:00
TXN100256,CUST1069,North,Sports,5,89.25,446.25,2026-09-04 06:07:00
TXN100257,CUST1349,East,Toys,2,270.11,540.22,2026-09-04 02:51:00
TXN100258,CUST1080,South,Home & Garden,3,214.31,642.93,2026-09-03 09:54:00
TXN100259,CUST1404,West,Electronics,5,71.15,355.75,2026-09-02 04:15:00
TXN100260,CUST1282,South,Grocery,3,168.44,505.32,2026-09-03 14:51:00
TXN100261,CUST1245,Central,Sports,1,24.4,24.4,2026-09-04 22:46:00
TXN100262,CUST1328,North,Sports,4,247.89,991.56,2026-09-01 04:20:00
TXN100263,CUST1424,Central,Toys,4,205.63,822.52,2026-09-03 04:56:00
TXN100264,CUST1466,North,Electronics,5,58.68,293.4,2026-09-02 13:32:00
TXN100265,CUST1478,South,Home & Garden,5,50.14,250.7,2026-09-02 05:20:00
TXN100266,CUST1325,Central,Home & Garden,5,269.0,1345.0,2026-09-01 08:12:00
TXN100267,CUST1086,Central,Grocery,2,189.38,378.76,2026-09-01 16:41:00
TXN100268,CUST1422,North,Electronics,2,55.5,111.0,2026-09-03 18:02:00
TXN100269,CUST1392,Central,Sports,1,284.82,284.82,2026-09-03 20:13:00
TXN100270,CUST1148,East,Sports,5,193.5,967.5,2026-09-04 20:34:00
TXN100271,CUST1037,North,Apparel,2,242.38,484.76,2026-09-04 09:29:00
TXN100272,CUST1310,South,Home & Garden,4,127.61,510.44,2026-09-04 06:21:00
TXN100273,CUST1389,East,Grocery,3,221.59,664.77,2026-09-03 12:08:00
TXN100274,CUST1136,West,Apparel,5,36.32,181.6,2026-09-02 14:07:00
TXN100275,CUST1315,West,Apparel,2,33.56,67.12,2026-09-03 12:55:00
TXN100276,CUST1081,West,Grocery,2,244.98,489.96,2026-09-03 06:48:00
TXN100277,CUST1046,West,Grocery,4,152.13,608.52,2026-09-03 15:01:00
TXN100278,CUST1024,North,Home & Garden,4,290.17,1160.68,2026-09-02 18:22:00
TXN100279,CUST1004,North,Sports,4,181.27,725.08,2026-09-04 09:34:00
TXN100280,CUST1023,West,Electronics,2,265.32,530.64,2026-09-03 12:23:00
TXN100281,CUST1037,West,Grocery,5,170.74,853.7,2026-09-03 17:18:00
TXN100282,CUST1312,North,Apparel,4,230.5,922.0,2026-09-03 19:43:00
TXN100283,CUST1386,South,Apparel,1,121.2,121.2,2026-09-03 17:23:00
TXN100284,CUST1070,East,Sports,5,155.19,775.95,2026-09-01 01:02:00
TXN100285,CUST1313,East,Apparel,5,139.81,699.05,2026-09-02 10:59:00
TXN100286,CUST1259,Central,Grocery,4,297.23,1188.92,2026-09-03 18:21:00
TXN100287,CUST1008,East,Home & Garden,4,214.08,856.32,2026-09-03 15:52:00
TXN100288,CUST1352,North,Grocery,1,294.07,294.07,2026-09-03 23:55:00
TXN100289,CUST1298,West,Apparel,4,83.33,333.32,2026-09-02 23:03:00
TXN100290,CUST1348,South,Electronics,5,190.56,952.8,2026-09-04 04:52:00
TXN100291,CUST1225,East,Sports,5,284.72,1423.6,2026-09-01 06:01:00
TXN100292,CUST1396,Central,Sports,2,126.82,253.64,2026-09-02 13:32:00
TXN100293,CUST1339,West,Grocery,1,213.2,213.2,2026-09-02 17:20:00
TXN100294,CUST1272,East,Grocery,4,97.56,390.24,2026-09-02 14:58:00
TXN100295,CUST1098,South,Home & Garden,3,204.38,613.14,2026-09-03 19:30:00
TXN100296,CUST1106,West,Home & Garden,5,93.06,465.3,2026-09-03 09:45:00
TXN100297,CUST1293,Central,Sports,4,107.9,431.6,2026-09-03 09:07:00
TXN100298,CUST1147,North,Home & Garden,4,246.42,985.68,2026-09-02 09:02:00
TXN100299,CUST1423,Central,Home & Garden,4,198.51,794.04,2026-09-04 06:12:00
TXN100300,CUST1379,Central,Apparel,5,210.37,1051.85,2026-09-02 03:39:00
TXN100301,CUST1026,North,Sports,2,19.98,39.96,2026-09-02 20:14:00
TXN100302,CUST1070,North,Grocery,3,216.62,649.86,2026-09-01 21:49:00
TXN100303,CUST1102,East,Home & Garden,2,125.04,250.08,2026-09-04 15:41:00
TXN100304,CUST1118,Central,Toys,3,195.54,586.62,2026-09-01 20:36:00
TXN100305,CUST1428,South,Electronics,1,274.4,274.4,2026-09-02 13:56:00
TXN100306,CUST1474,East,Electronics,4,237.45,949.8,2026-09-02 23:55:00
TXN100307,CUST1232,Central,Grocery,1,93.03,93.03,2026-09-01 10:18:00
TXN100308,CUST1139,South,Electronics,4,267.33,1069.32,2026-09-02 16:29:00
TXN100309,CUST1367,South,Electronics,3,52.94,158.82,2026-09-04 20:16:00
TXN100310,CUST1438,West,Sports,3,238.28,714.84,2026-09-02 05:39:00
TXN100311,CUST1094,South,Sports,5,101.74,508.7,2026-09-04 21:06:00
TXN100312,CUST1120,West,Home & Garden,3,281.07,843.21,2026-09-01 08:24:00
TXN100313,CUST1184,South,Electronics,3,94.07,282.21,2026-09-01 08:41:00
TXN100314,CUST1257,East,Toys,1,142.29,142.29,2026-09-02 12:43:00
TXN100315,CUST1113,South,Apparel,1,193.42,193.42,2026-09-03 11:39:00
TXN100316,CUST1281,West,Grocery,4,50.19,200.76,2026-09-03 13:44:00
TXN100317,CUST1270,East,Electronics,2,229.75,459.5,2026-09-01 16:28:00
TXN100318,CUST1076,South,Home & Garden,5,38.1,190.5,2026-09-02 18:34:00
TXN100319,CUST1250,North,Grocery,5,135.34,676.7,2026-09-02 22:37:00
TXN100320,CUST1212,West,Grocery,4,243.56,974.24,2026-09-04 04:32:00
TXN100321,CUST1202,East,Electronics,1,169.85,169.85,2026-09-03 23:01:00
TXN100322,CUST1358,North,Grocery,2,175.6,351.2,2026-09-01 13:22:00
TXN100323,CUST1146,West,Apparel,1,280.7,280.7,2026-09-01 15:02:00
TXN100324,CUST1195,West,Sports,2,230.92,461.84,2026-09-04 11:57:00
TXN100325,CUST1178,North,Apparel,4,28.67,114.68,2026-09-02 20:55:00
TXN100326,CUST1427,North,Electronics,5,120.95,604.75,2026-09-02 23:14:00
TXN100327,CUST1421,South,Apparel,3,141.59,424.77,2026-09-04 17:24:00
